provider,DRG_CD,_TYPE_,_FREQ_,ip_type_sum,n_claims,pb_type_sum,sn_type_sum,proc227_Sum,proc232_Sum,proc34_Sum,proc48_Sum,,,,,,,,,,
430081,192,3,5,0,0,12,0,0.8,0,0,0,,,,,,,,,,
430084,192,3,4,1,0,28,0,5.75,0,0,0,,,,,,,,,,
430095,192,3,1,0,0,25,0,14,0,0,0,,,,,,,,,,
440001,192,3,12,1,1,23,0,6.833333333,0,0,0,,,,,,,,,,
440002,192,3,35,0,1,28,0,11.44117647,0,0,0,,,,,,,,,,
440003,192,3,22,1,1,32,0,6.909090909,0,0,0,,,,,,,,,,
440006,192,3,11,1,1,17,0,6.181818182,0,0,0,,,,,,,,,,
440007,192,3,1,1,1,21,0,0,0,0,0,,,,,,,,,,
440008,192,3,18,1,1,24,0,5.388888889,0,0,0,,,,,,,,,,
440009,192,3,15,1,0,31,0,6.533333333,0,0,0,,,,,,,,,,
440010,192,3,12,1,1,2,0,4,0,0,0,,,,,,,,,,
440011,192,3,38,1,1,5,0,7.868421053,0.02631579,0,0,,,,,,,,,,
440012,192,3,30,1,0,21,0,9.896551724,0,0,0,,,,,,,,,,
440015,192,3,9,0,0,34,0,6.111111111,0,0,0,,,,,,,,,,
440016,192,3,9,1,0,17,0,6.444444444,0,0,0,,,,,,,,,,
440017,192,3,25,0,1,16,0,6.92,0.12,0,0.16,,,,,,,,,,
440018,192,3,13,1,1,26,0,9.769230769,0.230769231,0,0,,,,,,,,,,
440020,192,3,4,1,0,42,0,2.5,0,0,0,,,,,,,,,,
440025,192,3,16,0,1,3,0,10.3125,0,0,0,,,,,,,,,,
440029,192,3,10,1,1,15,0,7.5,0,0,0,,,,,,,,,,
440030,192,3,28,1,1,0,0,7.222222222,0.111111111,0,0,,,,,,,,,,
440031,192,3,4,1,1,24,0,6.75,0,0,0,,,,,,,,,,
440032,192,3,3,0,0,37,1,5,0,0,0,,,,,,,,,,
440033,192,3,4,1,0,49,0,8,0,0,0,,,,,,,,,,
440034,192,3,6,0,0,5,1,8.333333333,0,0,0,,,,,,,,,,
440035,192,3,46,1,0,44,0,7.804347826,0,0,0,,,,,,,,,,
440039,192,3,5,0,1,33,0,4.4,0,0,0,,,,,,,,,,
440040,192,3,9,1,1,13,0,9.222222222,0,0,0,,,,,,,,,,
440046,192,3,15,1,0,38,0,8.333333333,0,0,0,,,,,,,,,,
440047,192,3,5,1,0,30,1,4.2,0,0,0,,,,,,,,,,
440048,192,3,23,1,0,18,1,13.56521739,0.130434783,0,0,,,,,,,,,,
440049,192,3,49,1,0,0,0,8.87755102,0,0,0,,,,,,,,,,
440050,192,3,4,1,0,6,0,6,0,0,0,,,,,,,,,,
440051,192,3,17,1,0,15,0,5,0,0,0,,,,,,,,,,
440053,192,3,16,1,1,45,0,6.5625,0.125,0,0,,,,,,,,,,
440054,192,3,6,0,1,4,0,5.666666667,0,0,0,,,,,,,,,,
440056,192,3,12,1,0,24,0,6.833333333,0,0,0,,,,,,,,,,
440057,192,3,4,0,1,43,0,3.25,0,0,0,,,,,,,,,,
440058,192,3,23,1,1,25,0,8,0.130434783,0,0,,,,,,,,,,
440059,192,3,36,1,0,19,0,7.388888889,0.027777778,0,0,,,,,,,,,,
440060,192,3,1,1,0,5,0,8,0,0,0,,,,,,,,,,
440061,192,3,16,0,1,36,0,7.125,0,0,0,,,,,,,,,,
440063,192,3,17,1,0,29,0,7.117647059,0,0,0,,,,,,,,,,
440064,192,3,8,1,1,29,0,6,0,0,0,,,,,,,,,,
440065,192,3,13,1,1,21,0,7.230769231,0,0,0,,,,,,,,,,
440067,192,3,20,1,0,35,0,7.842105263,0.052631579,0,0,,,,,,,,,,
440068,192,3,12,0,1,47,0,5.5,0,0,0,,,,,,,,,,
440070,192,3,8,1,1,11,0,4.875,0,0,0,,,,,,,,,,
440072,192,3,33,1,1,24,2,7.53125,0,0,0,,,,,,,,,,
440073,192,3,7,1,1,31,0,8.571428571,0,0,0,,,,,,,,,,
440081,192,3,7,1,1,39,0,10.14285714,0,0,0,,,,,,,,,,
440082,192,3,21,1,0,26,0,7.238095238,0.047619048,0,0,,,,,,,,,,
440083,192,3,27,1,1,29,0,7.333333333,0.037037037,0,0,,,,,,,,,,
440084,192,3,13,1,1,25,0,7.846153846,0,0,0,,,,,,,,,,
440091,192,3,34,0,1,35,1,8.6875,0,0,0,,,,,,,,,,
440102,192,3,21,1,1,38,0,5.714285714,0,0,0,,,,,,,,,,
440104,192,3,18,1,1,29,1,11.58823529,0,0,0,,,,,,,,,,
440109,192,3,3,1,1,11,0,5.333333333,0,0,0,,,,,,,,,,
440110,192,3,2,1,1,29,0,5.5,0,0,0,,,,,,,,,,
440111,192,3,2,1,1,23,0,5.5,0,0,0,,,,,,,,,,
440115,192,3,7,1,0,29,0,7.714285714,0,0,0,,,,,,,,,,
440120,192,3,8,1,1,24,0,9.285714286,0,0,0,,,,,,,,,,
440125,192,3,16,1,0,24,0,10.6875,0.0625,0,0,,,,,,,,,,
440130,192,3,17,1,0,46,0,6.705882353,0,0,0,,,,,,,,,,
440131,192,3,9,1,0,50,0,5.888888889,0,0,0,,,,,,,,,,
440132,192,3,9,1,1,43,0,3.777777778,0,0,0,,,,,,,,,,
440133,192,3,16,0,1,8,0,7.1875,0,0,0,,,,,,,,,,
440137,192,3,26,1,0,45,0,6.576923077,0,0,0,,,,,,,,,,
440141,192,3,14,1,0,32,0,3.928571429,0,0,0,,,,,,,,,,
440144,192,3,33,1,1,29,0,7.484848485,0.060606061,0,0,,,,,,,,,,
440148,192,3,4,1,1,34,0,5.75,0,0,0,,,,,,,,,,
440150,192,3,13,0,0,0,0,8.916666667,0.166666667,0,0,,,,,,,,,,
440151,192,3,7,1,1,22,0,4.857142857,0,0,0,,,,,,,,,,
440153,192,3,6,1,0,41,0,6.5,0,0,0,,,,,,,,,,
440156,192,3,19,1,0,34,1,10.2631579,0,0,0,,,,,,,,,,
440159,192,3,1,0,1,17,0,4,0,0,0,,,,,,,,,,
440161,192,3,9,1,1,6,0,9,0,0,0,,,,,,,,,,
440168,192,3,3,1,1,30,0,11.33333333,0,0,0,,,,,,,,,,
440173,192,3,4,1,1,39,0,9,0,0,0,,,,,,,,,,
440174,192,3,8,1,1,0,0,6.25,0,0,0,,,,,,,,,,
440175,192,3,18,1,1,19,0,5.888888889,0,0,0,,,,,,,,,,
440176,192,3,6,1,1,22,0,8.5,0,0,0,,,,,,,,,,
440180,192,3,13,1,0,32,1,5.692307692,0.076923077,0,0,,,,,,,,,,
440181,192,3,2,1,1,22,0,3,0,0,0,,,,,,,,,,
440182,192,3,9,1,1,25,0,7.25,0,0,0,,,,,,,,,,
440183,192,3,11,0,1,55,0,12.45454546,0.090909091,0,0,,,,,,,,,,
440184,192,3,8,0,1,33,1,10.375,0.25,0,0,,,,,,,,,,
440185,192,3,34,0,0,17,0,9.588235294,0.088235294,0,0,,,,,,,,,,
440186,192,3,16,1,1,15,0,8.3125,0.125,0,0,,,,,,,,,,
440187,192,3,22,1,1,37,0,8.136363636,0.090909091,0,0,,,,,,,,,,
440189,192,3,83,1,0,23,0,8.771084337,0.024096386,0,0,,,,,,,,,,
440192,192,3,5,1,1,32,0,6.8,0,0,0,,,,,,,,,,
440193,192,3,16,0,1,44,0,5.625,0.125,0,0,,,,,,,,,,
440194,192,3,11,0,1,37,0,8.818181818,0,0,0,,,,,,,,,,
440197,192,3,8,1,1,15,0,8.875,0.125,0,0,,,,,,,,,,
440200,192,3,3,0,1,30,0,6.666666667,0,0,0,,,,,,,,,,
440227,192,3,14,1,1,35,0,5.571428571,0,0,0,,,,,,,,,,
440228,192,3,14,1,1,22,0,11.71428571,0.071428571,0,0,,,,,,,,,,
450002,192,3,16,0,0,21,0,9.75,0,0,0,,,,,,,,,,
450005,192,3,7,1,1,24,0,8.142857143,0,0,0,,,,,,,,,,
450007,192,3,14,1,0,27,0,10.14285714,0,0,0,,,,,,,,,,
450010,192,3,28,0,1,14,0,8.75,0.035714286,0,0,,,,,,,,,,
450011,192,3,24,1,1,17,1,7.583333333,0,0,0,,,,,,,,,,
450015,192,3,4,0,1,48,0,3.5,0,0,0,,,,,,,,,,
450018,192,3,12,1,0,3,0,6.833333333,0,0,0,,,,,,,,,,
450021,192,3,16,0,0,42,0,8.3125,0,0,0,,,,,,,,,,
450023,192,3,13,1,1,24,0,8.384615385,0,0,0,,,,,,,,,,
450024,192,3,1,1,1,20,0,4,0,0,0,,,,,,,,,,
450028,192,3,5,1,1,11,0,10.6,0,0,0,,,,,,,,,,
450029,192,3,22,1,0,16,0,7.523809524,0,0,0,,,,,,,,,,
450032,192,3,7,1,1,21,0,8,0,0,0,,,,,,,,,,
450033,192,3,14,1,1,27,0,9.857142857,0.071428571,0,0,,,,,,,,,,
450034,192,3,32,1,1,25,0,10.15625,0.0625,0,0,,,,,,,,,,
450035,192,3,6,1,0,33,1,5.5,0,0,0,,,,,,,,,,
450037,192,3,25,0,1,21,1,9.086956522,0,0,0,,,,,,,,,,
450039,192,3,10,1,0,6,0,8,0,0,0,,,,,,,,,,
450040,192,3,7,0,1,16,0,8.285714286,0,0,0,,,,,,,,,,
450042,192,3,12,1,1,42,0,8.8,0,0,0,,,,,,,,,,
450044,192,3,4,1,1,36,0,6.5,0,0,0,,,,,,,,,,
450046,192,3,28,1,1,23,1,9.392857143,0,0,0,,,,,,,,,,
450051,192,3,9,1,1,15,0,10.88888889,0,0,0,,,,,,,,,,
450052,192,3,3,0,1,13,0,4.333333333,0,0,0,,,,,,,,,,
450054,192,3,5,1,1,27,0,11.4,0,0,0,,,,,,,,,,
450055,192,3,3,1,1,6,0,4,0,0,0,,,,,,,,,,
450056,192,3,15,1,1,43,0,12.53333333,0,0,0,,,,,,,,,,
450058,192,3,51,1,0,17,0,8.74,0,0,0,,,,,,,,,,
450064,192,3,16,1,0,20,0,8.3125,0,0,0,,,,,,,,,,
450068,192,3,4,1,1,30,0,4,0,0,0,,,,,,,,,,
450072,192,3,19,1,1,36,0,6.631578947,0,0,0,,,,,,,,,,
450073,192,3,3,1,1,20,0,10,0,0,0,,,,,,,,,,
450078,192,3,5,0,1,20,0,11.6,0,0,0,,,,,,,,,,
450079,192,3,5,1,1,10,0,5.8,0,0,0,,,,,,,,,,
450080,192,3,5,1,1,32,0,6.6,0,0,0,,,,,,,,,,
450082,192,3,5,1,1,38,1,5.4,0,0,0,,,,,,,,,,
450083,192,3,14,1,1,35,0,8,0,0,0,,,,,,,,,,
450085,192,3,4,0,1,29,0,7,0,0,0,,,,,,,,,,
450087,192,3,10,1,0,28,0,11.5,0.1,0,0,,,,,,,,,,
450090,192,3,7,1,1,22,0,4.571428571,0,0,0,,,,,,,,,,
450092,192,3,10,1,0,22,0,6.9,0,0,0,,,,,,,,,,
450097,192,3,23,1,0,1,1,9.434782609,0,0,0,,,,,,,,,,
450099,192,3,7,0,0,33,0,4.571428571,0,0,0,,,,,,,,,,
450101,192,3,8,0,0,14,0,10,0,0,0,,,,,,,,,,
450102,192,3,8,0,1,31,0,7.625,0,0,0,,,,,,,,,,
450104,192,3,8,1,1,18,0,7.5,0,0,0,,,,,,,,,,
450107,192,3,24,1,0,14,0,9.916666667,0,0,0,,,,,,,,,,
450108,192,3,6,1,1,2,0,5.333333333,0,0,0,,,,,,,,,,
450119,192,3,11,0,0,46,0,11.36363636,0,0,0,,,,,,,,,,
450123,192,3,2,1,1,16,0,8.5,1,0,0,,,,,,,,,,
450124,192,3,6,0,1,22,0,3.666666667,0,0,0,,,,,,,,,,
450128,192,3,13,1,0,20,0,7.307692308,0,0,0,,,,,,,,,,
450130,192,3,2,1,0,25,0,9,0,0,0,,,,,,,,,,
450132,192,3,31,1,1,23,0,6.7,0,0,0,,,,,,,,,,
450133,192,3,7,1,1,31,0,6.571428571,0,0,0,,,,,,,,,,
450135,192,3,25,1,1,18,0,8.416666667,0,0,0,,,,,,,,,,
450137,192,3,13,0,1,32,0,9.538461539,0,0,0,,,,,,,,,,
450143,192,3,3,1,0,12,0,6.666666667,0,0,0,,,,,,,,,,
450144,192,3,1,0,1,21,0,5,0,0,0,,,,,,,,,,
450147,192,3,9,1,0,24,0,9.25,0,0,0,,,,,,,,,,
450148,192,3,5,1,1,25,1,5.4,0,0,0,,,,,,,,,,
450152,192,3,12,1,0,34,0,6.166666667,0,0,0,,,,,,,,,,
450154,192,3,3,1,1,40,0,10.33333333,0,0,0,,,,,,,,,,
450155,192,3,2,1,1,11,1,6.5,0,0,0,,,,,,,,,,
450163,192,3,6,1,1,0,0,6.166666667,0,0,0,,,,,,,,,,
450165,192,3,10,1,1,12,1,12.3,0.1,0,0,,,,,,,,,,
450176,192,3,9,1,0,27,0,11,0,0,0,,,,,,,,,,
450177,192,3,9,1,0,33,1,7.777777778,0,0,0,,,,,,,,,,
450178,192,3,5,1,1,22,0,7.4,0,0,0,,,,,,,,,,
450184,192,3,41,1,1,41,0,10.05128205,0,0,0,,,,,,,,,,
450187,192,3,1,0,0,32,0,8,0,0,0,,,,,,,,,,
450188,192,3,8,1,1,21,0,6.25,0,0,0,,,,,,,,,,
450192,192,3,8,1,1,28,0,5.625,0,0,0,,,,,,,,,,
450193,192,3,28,0,1,21,0,13.92857143,0.035714286,0,0,,,,,,,,,,
450194,192,3,4,1,1,40,0,8,0.25,0,0,,,,,,,,,,
450196,192,3,43,1,0,27,0,7.860465116,0,0,0,,,,,,,,,,
450200,192,3,8,0,1,22,0,8.25,0,0,0,,,,,,,,,,
450203,192,3,13,1,0,26,0,5.230769231,0.076923077,0,0,,,,,,,,,,
450209,192,3,6,0,0,10,0,6.5,0,0,0,,,,,,,,,,
450210,192,3,5,0,1,41,0,5.8,0,0,0,,,,,,,,,,
450211,192,3,23,1,1,21,0,10.0952381,0,0,0,,,,,,,,,,
450214,192,3,1,1,0,5,0,8,0,0,0,,,,,,,,,,
450219,192,3,2,1,0,31,0,7.5,0,0,0,,,,,,,,,,
450221,192,3,3,1,0,31,0,6.666666667,0.333333333,0,0,,,,,,,,,,
450222,192,3,28,1,1,40,0,11.88888889,0,0,0,,,,,,,,,,
450229,192,3,5,0,0,25,0,3.8,0,0,0,,,,,,,,,,
450231,192,3,18,1,0,44,0,5.777777778,0,0,0,,,,,,,,,,
450234,192,3,8,1,1,28,0,7.875,0,0,0,,,,,,,,,,
450235,192,3,6,1,1,21,0,6.666666667,0,0,0,,,,,,,,,,
450236,192,3,11,1,1,23,0,7.090909091,0,0,0,,,,,,,,,,
450237,192,3,22,1,1,21,0,10.23809524,0,0,0,,,,,,,,,,
450241,192,3,5,0,1,44,0,7.4,0,0,0,,,,,,,,,,
450243,192,3,1,1,1,27,0,5,0,0,0,,,,,,,,,,
450253,192,3,2,1,0,26,0,3,0,0,0,,,,,,,,,,
450270,192,3,4,1,0,23,0,5.5,0,0,0,,,,,,,,,,
450271,192,3,14,1,1,26,0,6.857142857,0,0,0,,,,,,,,,,
450272,192,3,3,1,0,35,0,6.333333333,0,0,0,,,,,,,,,,
450280,192,3,20,1,1,0,0,9.35,0,0,0,,,,,,,,,,
450283,192,3,2,1,0,40,0,8,0,0,0,,,,,,,,,,
450289,192,3,6,1,0,21,0,4.5,0,0,0,,,,,,,,,,
450292,192,3,8,1,1,16,0,8,0,0,0,,,,,,,,,,
450293,192,3,2,1,1,35,0,3,0,0,0,,,,,,,,,,
450296,192,3,26,1,1,17,0,9.692307692,0.076923077,0,0,,,,,,,,,,
450299,192,3,7,0,0,14,0,8.857142857,0,0,0,,,,,,,,,,
450306,192,3,4,1,0,29,0,3.5,0,0,0,,,,,,,,,,
450324,192,3,20,1,1,4,0,13.05,0,0,0,,,,,,,,,,
450330,192,3,6,1,1,41,0,7.333333333,0,0,0,,,,,,,,,,
450340,192,3,11,1,1,31,1,8.818181818,0,0,0,,,,,,,,,,
450346,192,3,37,1,1,14,0,7.918918919,0.027027027,0,0,,,,,,,,,,
450347,192,3,16,1,1,24,0,9.875,0,0,0,,,,,,,,,,
450348,192,3,1,1,0,44,0,5,0,0,0,,,,,,,,,,
450351,192,3,3,1,1,25,1,8.333333333,0,0,0,,,,,,,,,,
450352,192,3,19,1,1,10,0,7.421052632,0,0,0,,,,,,,,,,
450358,192,3,13,0,0,32,0,9,0,0,0,,,,,,,,,,
450369,192,3,7,1,1,8,1,5.857142857,0,0,0,,,,,,,,,,
450370,192,3,6,1,1,18,0,9.666666667,0,0,0,,,,,,,,,,
450372,192,3,8,1,0,25,0,6.5,0,0,0,,,,,,,,,,
450373,192,3,9,0,1,26,0,6.444444444,0,0,0,,,,,,,,,,
450379,192,3,3,1,1,39,0,7,0,0,0,,,,,,,,,,
450388,192,3,38,1,1,12,0,8.789473684,0.02631579,0,0,,,,,,,,,,
450389,192,3,39,1,0,22,1,6.820512821,0,0,0,,,,,,,,,,
450395,192,3,17,1,1,30,0,7.470588235,0,0,0,,,,,,,,,,
450399,192,3,4,1,0,32,0,4.25,0,0,0,,,,,,,,,,
450400,192,3,7,0,1,19,0,6.571428571,0.142857143,0,0,,,,,,,,,,
450403,192,3,12,1,1,25,0,8.666666667,0,0,0,,,,,,,,,,
450411,192,3,8,0,1,44,0,6.375,0,0,0,,,,,,,,,,
450419,192,3,4,0,1,11,0,7.25,0,0,0,,,,,,,,,,
450424,192,3,20,1,1,30,0,11.4,0.05,0,0,,,,,,,,,,
450431,192,3,17,1,0,14,0,8.529411765,0,0,0,,,,,,,,,,
450438,192,3,2,0,1,3,0,3,0,0,0,,,,,,,,,,
450447,192,3,9,1,1,25,0,7.333333333,0,0,0,,,,,,,,,,
450451,192,3,4,1,0,39,0,6.25,0,0,0,,,,,,,,,,
450460,192,3,8,1,1,20,0,6.875,0,0,0,,,,,,,,,,
450462,192,3,16,1,1,13,0,8.0625,0.0625,0,0,,,,,,,,,,
450465,192,3,11,1,0,36,0,6.818181818,0,0,0,,,,,,,,,,
450469,192,3,8,1,1,24,1,6.5,0,0,0,,,,,,,,,,
450475,192,3,6,1,1,30,1,8,0.333333333,0,0,,,,,,,,,,
450484,192,3,4,1,1,11,0,7,0,0,0,,,,,,,,,,
450489,192,3,1,0,1,10,0,7,0,0,0,,,,,,,,,,
450497,192,3,2,1,1,21,0,4,0,0,0,,,,,,,,,,
450498,192,3,11,0,1,0,0,7.090909091,0,0,0,,,,,,,,,,
450508,192,3,11,1,1,34,0,8.363636364,0,0,0,,,,,,,,,,
450518,192,3,7,0,1,21,1,5.714285714,0,0,0,,,,,,,,,,
450537,192,3,2,1,1,26,0,5.5,0,0,0,,,,,,,,,,
450539,192,3,5,1,0,23,0,4,0,0,0,,,,,,,,,,
450558,192,3,1,1,1,34,1,13,0,0,0,,,,,,,,,,
450563,192,3,10,1,0,23,0,9.8,0.2,0,0,,,,,,,,,,
450565,192,3,11,0,1,24,1,9,0,0,0,,,,,,,,,,
450571,192,3,7,1,1,20,0,6,0,0,0,,,,,,,,,,
450573,192,3,8,1,1,21,0,6.625,0,0,0,,,,,,,,,,
450580,192,3,28,1,1,22,0,6.678571429,0,0,0,,,,,,,,,,
450586,192,3,3,1,1,10,0,5.333333333,0,0,0,,,,,,,,,,
450587,192,3,12,1,1,26,0,7.083333333,0,0,0,,,,,,,,,,
450591,192,3,8,1,0,22,0,5.875,0,0,0,,,,,,,,,,
450596,192,3,2,0,0,32,0,7,0,0,0,,,,,,,,,,
450597,192,3,6,0,0,31,0,5.666666667,0,0,0,,,,,,,,,,
450605,192,3,4,0,0,25,0,13.5,0,0,0,,,,,,,,,,
450610,192,3,15,0,1,23,0,8.733333333,0.066666667,0,0,,,,,,,,,,
450615,192,3,5,1,0,15,0,5,0,0,0,,,,,,,,,,
450617,192,3,41,1,1,18,0,10.19512195,0,0,0,,,,,,,,,,
450620,192,3,2,1,1,1,0,5,0,0,0,,,,,,,,,,
450634,192,3,23,1,0,10,0,9.130434783,0.086956522,0,0.086956522,,,,,,,,,,
450638,192,3,18,1,1,42,0,10.38888889,0.111111111,0,0,,,,,,,,,,
450639,192,3,12,1,1,41,0,8.583333333,0,0,0,,,,,,,,,,
450641,192,3,1,1,1,18,0,5,0,0,0,,,,,,,,,,
450643,192,3,5,1,0,34,0,6.6,0,0,0,,,,,,,,,,
450644,192,3,15,1,1,5,0,14.86666667,0,0,0,,,,,,,,,,
450647,192,3,7,1,0,29,0,5.571428571,0.142857143,0,0,,,,,,,,,,
450651,192,3,13,0,1,30,0,10.53846154,0.076923077,0,0.076923077,,,,,,,,,,
450653,192,3,14,0,0,41,0,6.357142857,0,0,0,,,,,,,,,,
450654,192,3,6,1,0,39,0,6.5,0,0,0,,,,,,,,,,
450656,192,3,7,0,1,27,0,8,0,0,0,,,,,,,,,,
450658,192,3,3,1,0,21,0,5.333333333,0,0,0,,,,,,,,,,
450659,192,3,3,1,1,0,0,11.33333333,0,0,0,,,,,,,,,,
450661,192,3,3,1,1,38,0,11,0,0,0,,,,,,,,,,
450662,192,3,6,1,0,19,1,10.33333333,0,0,0,,,,,,,,,,
450668,192,3,9,0,0,2,0,8.333333333,0,0,0,,,,,,,,,,
450669,192,3,13,1,0,11,0,8.076923077,0,0,0,,,,,,,,,,
450670,192,3,8,1,0,9,0,9.428571429,0,0,0,,,,,,,,,,
450672,192,3,6,1,1,17,0,6.666666667,0,0,0,,,,,,,,,,
450675,192,3,14,1,1,28,0,11,0.071428571,0,0,,,,,,,,,,
450677,192,3,3,1,0,26,0,10,0.333333333,0,0,,,,,,,,,,
450678,192,3,8,1,0,17,0,8.75,0,0,0,,,,,,,,,,
450683,192,3,2,0,1,15,0,3.5,0,0,0,,,,,,,,,,
450684,192,3,8,1,0,32,0,8.625,0,0,0,,,,,,,,,,
450686,192,3,11,1,1,27,0,7.545454546,0,0,0,,,,,,,,,,
450688,192,3,18,1,1,22,0,7.944444444,0,0,0,,,,,,,,,,
450690,192,3,14,0,0,35,0,9,0.166666667,0,0,,,,,,,,,,
450694,192,3,1,1,1,21,0,0,0,0,0,,,,,,,,,,
450697,192,3,2,1,1,27,0,7,0,0,0,,,,,,,,,,
450698,192,3,2,1,0,29,0,5.5,0,0,0,,,,,,,,,,
450702,192,3,7,0,0,20,0,11.42857143,0.142857143,0,0,,,,,,,,,,
450709,192,3,6,0,1,21,0,7.5,0,0,0,,,,,,,,,,
450711,192,3,14,0,1,24,0,9.846153846,0,0,0,,,,,,,,,,
450713,192,3,27,1,1,22,0,10.33333333,0,0,0,,,,,,,,,,
450716,192,3,4,1,0,47,0,18.5,0,0,0,,,,,,,,,,
450718,192,3,4,1,0,16,0,10,0,0,0,,,,,,,,,,
450723,192,3,32,0,1,6,0,8.375,0,0,0,,,,,,,,,,
450730,192,3,3,1,0,12,0,13.66666667,0,0,0,,,,,,,,,,
450742,192,3,25,1,1,34,0,10.56,0,0,0,,,,,,,,,,
450743,192,3,11,1,1,24,0,15.27272727,0.272727273,0,0,,,,,,,,,,
450747,192,3,8,0,1,30,0,10.125,0,0,0,,,,,,,,,,
450749,192,3,4,0,1,35,0,8.5,0,0,0,,,,,,,,,,
450754,192,3,7,1,0,5,0,5.857142857,0,0,0,,,,,,,,,,
450755,192,3,2,1,1,12,0,15,0,0,0,,,,,,,,,,
450770,192,3,2,1,1,37,0,6.5,0,0,0,,,,,,,,,,
450771,192,3,5,1,0,44,0,14.4,0,0,0,,,,,,,,,,
450775,192,3,22,1,0,1,0,13.18181818,0,0,0,,,,,,,,,,
450779,192,3,10,0,0,22,0,9.3,0.1,0,0,,,,,,,,,,
450788,192,3,15,1,1,21,0,9.333333333,0,0,0,,,,,,,,,,
450795,192,3,1,1,0,25,0,7,0,0,0,,,,,,,,,,
450801,192,3,18,1,0,26,1,7.647058824,0,0,0,,,,,,,,,,
450803,192,3,2,1,1,18,0,11,0,0,0,,,,,,,,,,
450809,192,3,15,1,1,34,0,9.866666667,0,0,0,,,,,,,,,,
450813,192,3,1,0,1,12,0,6,0,0,0,,,,,,,,,,
450820,192,3,15,1,1,27,0,16,0,0,0,,,,,,,,,,
450822,192,3,1,1,1,44,0,,,,,,,,,,,,,,
450828,192,3,1,1,0,17,0,14,0,0,0,,,,,,,,,,
450832,192,3,9,1,1,28,0,15.22222222,0.111111111,0,0,,,,,,,,,,
450833,192,3,4,1,0,15,0,4,0,0,0,,,,,,,,,,
450839,192,3,16,1,1,25,0,7.0625,0,0,0,,,,,,,,,,
450840,192,3,1,0,0,14,0,7,0,0,0,,,,,,,,,,
450841,192,3,6,1,1,35,0,4.666666667,0,0,0,,,,,,,,,,
450844,192,3,9,0,1,36,0,7.666666667,0,0,0,,,,,,,,,,
450847,192,3,9,1,1,11,0,8.222222222,0,0,0,,,,,,,,,,
450848,192,3,2,1,1,30,1,8.5,0,0,0,,,,,,,,,,
450855,192,3,6,1,1,17,0,10.8,0,0,0,,,,,,,,,,
450862,192,3,11,1,1,15,0,13.54545455,0,0,0,,,,,,,,,,
450867,192,3,7,0,0,9,0,6.714285714,0,0,0,,,,,,,,,,
450869,192,3,12,0,1,5,0,9.75,0,0,0,,,,,,,,,,
450876,192,3,5,0,0,15,0,11,0,0,0,,,,,,,,,,
450877,192,3,5,0,0,31,0,12.6,0,0,0,,,,,,,,,,
450884,192,3,4,1,1,39,0,8,0,0,0,,,,,,,,,,
450885,192,3,4,0,0,32,0,10.75,0,0,0,,,,,,,,,,
450890,192,3,7,1,1,24,0,9.428571429,0,0,0,,,,,,,,,,
460001,192,3,1,1,1,51,0,10,0,0,0,,,,,,,,,,
460004,192,3,4,0,1,23,0,8,0.25,0,0,,,,,,,,,,
460005,192,3,2,1,0,18,0,7.5,0,0,0,,,,,,,,,,
460007,192,3,4,1,1,0,0,7,0,0,0,,,,,,,,,,
460009,192,3,6,1,1,4,0,8.166666667,0,0,0,,,,,,,,,,
460010,192,3,10,0,0,11,0,5.6,0,0,0,,,,,,,,,,
460011,192,3,1,1,1,7,0,10,0,0,0,,,,,,,,,,
460014,192,3,1,1,1,11,0,6,0,0,0,,,,,,,,,,
460015,192,3,1,1,1,18,1,6,0,0,0,,,,,,,,,,
460017,192,3,1,1,1,25,1,7,0,0,0,,,,,,,,,,
460019,192,3,3,1,1,8,0,9.333333333,0,0,0,,,,,,,,,,
460021,192,3,5,1,1,33,0,8,0,0,0,,,,,,,,,,
460023,192,3,2,0,1,24,0,4.5,0,0,0,,,,,,,,,,
460030,192,3,7,1,1,3,0,6.142857143,0,0,0,,,,,,,,,,
460033,192,3,1,1,0,22,0,7,0,0,0,,,,,,,,,,
460041,192,3,3,1,1,16,0,4.333333333,0,0,0,,,,,,,,,,
460042,192,3,3,0,1,31,0,6.333333333,0,0,0,,,,,,,,,,
460044,192,3,1,1,1,22,0,5,0,0,0,,,,,,,,,,
460047,192,3,4,1,1,32,0,6,0,0,0,,,,,,,,,,
460051,192,3,8,0,0,22,0,7.25,0.375,0,0,,,,,,,,,,
460052,192,3,1,1,0,23,0,7,0,0,0,,,,,,,,,,
460058,192,3,1,1,1,20,1,6,0,0,0,,,,,,,,,,
470001,192,3,15,1,1,29,0,6.733333333,0,0,0,,,,,,,,,,
470003,192,3,11,0,1,0,0,9.454545455,0,0,0,,,,,,,,,,
470005,192,3,19,1,1,13,0,8.315789474,0,0,0,,,,,,,,,,
470011,192,3,5,0,1,38,0,7.2,0,0,0,,,,,,,,,,
470012,192,3,11,1,1,55,0,10.09090909,0,0,0,,,,,,,,,,
470024,192,3,9,1,1,20,0,8.111111111,0,0,0,,,,,,,,,,
490001,192,3,13,1,0,23,0,6.166666667,0,0,0,,,,,,,,,,
490002,192,3,36,0,1,37,0,6.5,0.029411765,0,0,,,,,,,,,,
490004,192,3,12,1,1,32,0,6.083333333,0,0,0,,,,,,,,,,
490005,192,3,31,1,1,37,0,8.419354839,0.032258065,0,0,,,,,,,,,,
