provider,DRG_CD,_TYPE_,_FREQ_,ip_type_sum,n_claims,pb_type_sum,sn_type_sum,proc227_Sum,proc232_Sum,proc34_Sum,proc48_Sum,,,,,,,,,,
40002,190,3,3,1,1,7,0,5.666666667,0,0,0,,,,,,,,,,
40004,190,3,4,1,1,31,0,10.5,0,0,0,,,,,,,,,,
40007,190,3,9,1,0,15,0,11.77777778,0,0,0,,,,,,,,,,
40010,190,3,5,0,1,18,0,5.4,0,0,0,,,,,,,,,,
40011,190,3,3,1,0,44,0,7,0,0,0,,,,,,,,,,
40014,190,3,14,1,1,18,0,5.857142857,0,0,0,,,,,,,,,,
40015,190,3,7,0,1,28,0,5.571428571,0.142857143,0,0,,,,,,,,,,
40016,190,3,8,0,0,14,0,4.714285714,0,0,0,,,,,,,,,,
40017,190,3,9,1,1,24,0,7.555555556,0,0,0,,,,,,,,,,
40018,190,3,10,1,1,35,1,7.9,0,0,0,,,,,,,,,,
40019,190,3,3,0,1,22,1,3.666666667,0,0,0,,,,,,,,,,
40020,190,3,42,1,0,7,0,8.780487805,0.048780488,0,0,,,,,,,,,,
40022,190,3,19,1,1,27,0,8.157894737,0,0,0,,,,,,,,,,
40026,190,3,30,0,0,1,0,8.517241379,0.103448276,0,0,,,,,,,,,,
40027,190,3,30,0,1,33,0,6.517241379,0,0,0,,,,,,,,,,
40029,190,3,14,1,1,22,0,9.285714286,0,0,0,,,,,,,,,,
40036,190,3,14,1,0,27,0,7.642857143,0,0,0,,,,,,,,,,
40039,190,3,17,0,1,13,0,9.470588235,0.117647059,0,0,,,,,,,,,,
40041,190,3,9,1,1,35,0,5.444444444,0,0,0,,,,,,,,,,
40042,190,3,5,0,1,0,0,17.8,0,0,0,,,,,,,,,,
40047,190,3,2,0,0,25,0,4,0,0,0,,,,,,,,,,
40050,190,3,2,1,0,8,0,6.5,0,0,0,,,,,,,,,,
40051,190,3,3,1,0,19,0,7,0,0,0,,,,,,,,,,
40055,190,3,50,1,1,32,0,10.12765957,0,0,0,,,,,,,,,,
40062,190,3,23,1,1,31,0,9.47826087,0,0,0,,,,,,,,,,
40067,190,3,7,1,1,21,0,6.428571429,0,0,0,,,,,,,,,,
40069,190,3,2,0,0,10,0,8,0,0,0,,,,,,,,,,
40071,190,3,14,1,1,33,0,12.21428571,0.071428571,0,0,,,,,,,,,,
40072,190,3,7,1,1,0,0,2.833333333,0,0,0,,,,,,,,,,
40074,190,3,4,1,1,24,0,7.25,0,0,0,,,,,,,,,,
40076,190,3,2,1,1,31,0,8,0.5,0,0,,,,,,,,,,
40078,190,3,9,1,1,22,0,13.33333333,0,0,0,,,,,,,,,,
40080,190,3,15,1,1,18,0,6.4,0,0,0,,,,,,,,,,
40084,190,3,16,1,1,20,0,7.066666667,0,0,0,,,,,,,,,,
40085,190,3,4,0,0,44,1,6.25,0,0,0,,,,,,,,,,
40088,190,3,4,1,0,26,0,8.25,0,0,0,,,,,,,,,,
40091,190,3,8,0,1,55,0,4.875,0,0,0,,,,,,,,,,
40114,190,3,30,0,1,40,0,12.72413793,0,0,0,,,,,,,,,,
40118,190,3,18,0,0,23,0,8.833333333,0,0,0,,,,,,,,,,
40119,190,3,14,1,1,8,0,7.769230769,0,0,0,,,,,,,,,,
40134,190,3,4,1,0,30,0,5,0,0,0,,,,,,,,,,
40137,190,3,12,0,0,5,0,9.583333333,0,0,0,,,,,,,,,,
50002,190,3,8,1,0,24,0,13.875,0.125,0,0,,,,,,,,,,
50006,190,3,7,1,1,37,0,9.333333333,0,0,0,,,,,,,,,,
50007,190,3,9,1,1,34,0,9.888888889,0,0,0,,,,,,,,,,
50008,190,3,3,0,1,47,0,3.333333333,0,0,0,,,,,,,,,,
50009,190,3,10,1,1,6,0,7.3,0,0,0,,,,,,,,,,
50013,190,3,2,1,1,15,0,13.5,0,0,0,,,,,,,,,,
50014,190,3,13,1,0,27,0,10.84615385,0,0,0,,,,,,,,,,
50016,190,3,5,1,0,25,0,12.2,0,0,0,,,,,,,,,,
50017,190,3,18,1,1,43,0,8.235294118,0,0,0,,,,,,,,,,
50018,190,3,12,1,0,24,0,11.5,0,0,0,,,,,,,,,,
50022,190,3,16,0,1,36,0,18.625,0,0,0,,,,,,,,,,
50024,190,3,14,1,1,15,0,9.923076923,0,0,0,,,,,,,,,,
50025,190,3,7,1,1,28,0,8.428571429,0.142857143,0,0,,,,,,,,,,
50026,190,3,26,1,0,17,0,8.615384615,0,0,0,,,,,,,,,,
50028,190,3,7,1,1,8,0,6.714285714,0,0,0,,,,,,,,,,
50030,190,3,25,1,1,45,0,8.375,0,0,0,,,,,,,,,,
50036,190,3,19,1,1,16,0,12.68421053,0,0,0,,,,,,,,,,
50038,190,3,7,1,1,20,0,6.714285714,0,0,0,,,,,,,,,,
50039,190,3,68,0,1,19,1,9.343283582,0.014925373,0,0,,,,,,,,,,
50040,190,3,1,1,1,32,0,3,0,0,0,,,,,,,,,,
50042,190,3,10,1,1,23,0,5.6,0,0,0,,,,,,,,,,
50043,190,3,19,1,1,43,1,13.52631579,0.052631579,0,0,,,,,,,,,,
50045,190,3,10,1,0,34,0,9.6,0,0,0,,,,,,,,,,
50046,190,3,2,1,0,0,0,10.5,0,0,0,,,,,,,,,,
50047,190,3,9,1,1,19,0,8.888888889,0,0,0,,,,,,,,,,
50054,190,3,6,1,1,2,0,13.33333333,0,0,0,,,,,,,,,,
50055,190,3,8,0,0,36,0,6.5,0,0,0,,,,,,,,,,
50056,190,3,30,1,1,43,0,14.3,0.166666667,0,0,,,,,,,,,,
50057,190,3,15,1,1,27,0,11.26666667,0,0,0,,,,,,,,,,
50058,190,3,22,1,1,29,0,13.77272727,0,0,0,,,,,,,,,,
50060,190,3,11,1,1,27,0,7.818181818,0,0,0,,,,,,,,,,
50063,190,3,11,0,1,30,0,12.45454546,0,0,0,,,,,,,,,,
50067,190,3,7,0,0,32,0,7.142857143,0,0,0,,,,,,,,,,
50069,190,3,8,1,0,27,0,9.142857143,0,0,0,,,,,,,,,,
50071,190,3,1,1,0,36,0,2,0,0,0,,,,,,,,,,
50072,190,3,1,1,1,30,0,12,0,0,0,,,,,,,,,,
50073,190,3,1,1,0,44,0,2,0,0,0,,,,,,,,,,
50077,190,3,35,1,1,41,1,10.22857143,0,0,0,,,,,,,,,,
50078,190,3,3,1,0,36,0,4,0,0,0,,,,,,,,,,
50079,190,3,13,0,1,23,0,10.76923077,0,0,0,,,,,,,,,,
50082,190,3,14,0,1,24,0,10.78571429,0,0,0,,,,,,,,,,
50084,190,3,25,0,1,30,0,10.28,0.04,0,0,,,,,,,,,,
50089,190,3,6,1,0,23,0,15.66666667,0,0,0,,,,,,,,,,
50090,190,3,1,1,1,27,0,5,0,0,0,,,,,,,,,,
50091,190,3,12,1,1,27,0,11.63636364,0,0,0,,,,,,,,,,
50093,190,3,46,1,1,29,0,7.666666667,0.022222222,0,0,,,,,,,,,,
50099,190,3,12,1,0,28,0,12.75,0,0,0,,,,,,,,,,
50100,190,3,17,1,1,9,0,9.266666667,0,0,0,,,,,,,,,,
50101,190,3,5,1,0,45,0,9.25,0,0,0,,,,,,,,,,
50102,190,3,12,0,1,23,0,12.16666667,0,0,0,,,,,,,,,,
50103,190,3,7,1,1,21,0,9.714285714,0,0,0,,,,,,,,,,
50104,190,3,8,1,1,28,0,11.875,0.125,0,0,,,,,,,,,,
50107,190,3,8,0,1,38,0,10.625,0,0,0,,,,,,,,,,
50108,190,3,12,1,1,15,0,7.363636364,0,0,0,,,,,,,,,,
50110,190,3,5,1,1,28,0,8,0,0,0,,,,,,,,,,
50111,190,3,21,1,0,20,0,18,0,0,0,,,,,,,,,,
50112,190,3,11,0,0,12,0,7.8,0,0,0,,,,,,,,,,
50115,190,3,20,1,1,10,1,12.2,0,0,0,,,,,,,,,,
50116,190,3,9,1,1,11,0,29.66666667,0.111111111,0,0,,,,,,,,,,
50118,190,3,6,1,1,18,0,17,0,0,0,,,,,,,,,,
50121,190,3,17,1,1,26,0,5.941176471,0,0,0,,,,,,,,,,
50122,190,3,10,1,1,0,0,6.4,0,0,0,,,,,,,,,,
50124,190,3,8,0,1,18,0,18.5,0,0,0,,,,,,,,,,
50125,190,3,25,1,1,31,0,9.96,0,0,0,,,,,,,,,,
50126,190,3,12,1,0,16,0,12.91666667,0,0,0,,,,,,,,,,
50127,190,3,3,1,1,36,0,5.666666667,0,0,0,,,,,,,,,,
50128,190,3,12,0,1,21,0,9.454545455,0,0,0,,,,,,,,,,
50129,190,3,10,1,0,28,0,13.22222222,0,0,0,,,,,,,,,,
50131,190,3,2,1,1,33,0,13.5,0,0,0,,,,,,,,,,
50132,190,3,18,0,0,23,0,11.72222222,0,0,0,,,,,,,,,,
50133,190,3,28,0,1,16,0,7.962962963,0,0,0,,,,,,,,,,
50135,190,3,23,1,1,9,0,11.04545455,0,0,0,,,,,,,,,,
50136,190,3,4,0,1,18,0,10.5,0,0,0,,,,,,,,,,
50145,190,3,21,1,1,27,0,11.15,0.05,0,0,,,,,,,,,,
50149,190,3,1,1,1,27,0,6,0,0,0,,,,,,,,,,
50150,190,3,17,1,0,28,0,11.29411765,0,0,0,,,,,,,,,,
50152,190,3,12,1,0,24,0,9.333333333,0,0,0,,,,,,,,,,
50153,190,3,17,1,1,43,0,12.82352941,0.058823529,0,0,,,,,,,,,,
50159,190,3,7,1,0,42,0,12.42857143,0,0,0,,,,,,,,,,
50167,190,3,4,0,1,24,0,7.75,0,0,0,,,,,,,,,,
50168,190,3,13,1,0,34,0,12.5,0,0,0,,,,,,,,,,
50169,190,3,14,1,1,24,0,11,0,0,0,,,,,,,,,,
50174,190,3,12,1,0,19,0,8.916666667,0,0,0,,,,,,,,,,
50179,190,3,15,1,0,36,0,9.846153846,0,0,0,,,,,,,,,,
50180,190,3,12,1,0,13,0,15.41666667,0,0,0,,,,,,,,,,
50189,190,3,1,1,1,47,0,5,0,0,0,,,,,,,,,,
50191,190,3,13,1,1,28,0,16.30769231,0.076923077,0,0,,,,,,,,,,
50192,190,3,1,1,1,13,0,4,0,0,0,,,,,,,,,,
50194,190,3,5,1,1,27,0,12.4,0,0,0,,,,,,,,,,
50195,190,3,15,1,1,21,0,19.73333333,0,0,0,,,,,,,,,,
50197,190,3,5,0,0,21,0,6.4,0,0,0,,,,,,,,,,
50204,190,3,19,1,1,26,0,14.94444444,0,0,0,,,,,,,,,,
50205,190,3,2,1,1,44,0,12,0,0,0,,,,,,,,,,
50211,190,3,4,1,1,38,0,8,0,0,0,,,,,,,,,,
50219,190,3,1,1,0,42,0,14,0,0,0,,,,,,,,,,
50222,190,3,11,1,1,28,0,10,0,0,0,,,,,,,,,,
50224,190,3,15,1,1,8,0,18.76923077,0,0,0,,,,,,,,,,
50225,190,3,13,1,0,9,0,7.75,0,0,0,,,,,,,,,,
50226,190,3,25,1,1,12,0,16.92,0,0,0,,,,,,,,,,
50228,190,3,8,1,1,18,0,5.5,0,0,0,,,,,,,,,,
50230,190,3,4,1,1,7,0,23,0,0,0,,,,,,,,,,
50231,190,3,21,1,1,38,1,13.73684211,0,0,0,,,,,,,,,,
50232,190,3,2,1,0,13,0,9,0,0,0,,,,,,,,,,
50234,190,3,1,1,1,48,0,11,0,0,0,,,,,,,,,,
50235,190,3,33,1,1,17,0,16.66666667,0,0,0,,,,,,,,,,
50236,190,3,12,1,1,41,0,23.66666667,0.083333333,0,0,,,,,,,,,,
50238,190,3,25,1,1,13,0,15.76,0,0,0,,,,,,,,,,
50239,190,3,21,1,1,36,0,20.0952381,0,0,0,,,,,,,,,,
50242,190,3,8,1,1,10,1,14.375,0.25,0.125,0,,,,,,,,,,
50243,190,3,8,1,1,25,0,10.5,0,0,0,,,,,,,,,,
50245,190,3,5,0,1,11,0,8,0.2,0,0,,,,,,,,,,
50248,190,3,3,0,1,14,1,2.5,0,0,0,,,,,,,,,,
50254,190,3,17,1,1,8,0,9,0,0,0,,,,,,,,,,
50261,190,3,23,0,1,32,1,12.30434783,0,0,0,,,,,,,,,,
50262,190,3,9,1,1,9,0,10,0,0,0,,,,,,,,,,
50272,190,3,3,1,1,23,0,13.66666667,0,0,0,,,,,,,,,,
50276,190,3,4,1,1,38,0,1,0,0,0,,,,,,,,,,
50277,190,3,3,1,1,56,0,7.666666667,0,0,0,,,,,,,,,,
50278,190,3,18,1,1,40,0,11.86666667,0,0,0,,,,,,,,,,
50279,190,3,5,0,1,43,0,8.4,0,0,0,,,,,,,,,,
50280,190,3,29,1,1,33,0,7.724137931,0,0,0,,,,,,,,,,
50281,190,3,13,0,1,10,0,17.84615385,0,0,0,,,,,,,,,,
50283,190,3,5,0,1,40,0,11.6,0,0,0,,,,,,,,,,
50289,190,3,19,1,1,22,0,12.44444444,0,0,0,,,,,,,,,,
50290,190,3,11,1,1,21,0,15.63636364,0.090909091,0,0,,,,,,,,,,
50291,190,3,5,1,0,6,0,5,0,0,0,,,,,,,,,,
50292,190,3,6,1,0,10,1,6.333333333,0,0,0,,,,,,,,,,
50295,190,3,21,1,1,34,0,10.75,0,0,0,,,,,,,,,,
50296,190,3,1,1,1,16,0,8,0,0,0,,,,,,,,,,
50298,190,3,3,0,1,10,0,8,0,0,0,,,,,,,,,,
50300,190,3,32,1,1,22,0,8,0,0,0,,,,,,,,,,
50301,190,3,23,1,1,20,0,6,0,0,0,,,,,,,,,,
50305,190,3,7,0,1,29,0,7.714285714,0.142857143,0,0,,,,,,,,,,
50308,190,3,14,1,1,25,0,9.153846154,0,0,0,,,,,,,,,,
50309,190,3,25,0,1,27,1,9.2,0,0,0,,,,,,,,,,
50313,190,3,10,1,1,8,0,13.1,0,0,0,,,,,,,,,,
50315,190,3,1,0,1,30,0,4,0,0,0,,,,,,,,,,
50320,190,3,4,0,0,18,0,3.25,0,0,0,,,,,,,,,,
50324,190,3,13,1,1,26,0,7.153846154,0,0,0,,,,,,,,,,
50327,190,3,9,0,1,2,0,5.625,0.25,0,0,,,,,,,,,,
50329,190,3,10,1,1,5,0,14.6,0,0,0,,,,,,,,,,
50334,190,3,26,0,0,24,1,14.5,0,0,0,,,,,,,,,,
50335,190,3,5,1,1,32,0,10.2,0,0,0,,,,,,,,,,
50336,190,3,8,1,1,22,0,11,0,0,0,,,,,,,,,,
50342,190,3,6,0,1,24,1,11.33333333,0,0,0,,,,,,,,,,
50348,190,3,4,1,1,13,0,10.25,0,0,0,,,,,,,,,,
50350,190,3,8,1,1,35,0,13.125,0,0,0,,,,,,,,,,
50351,190,3,10,0,1,24,0,15.8,0,0,0,,,,,,,,,,
50352,190,3,1,1,1,24,0,5,0,0,0,,,,,,,,,,
50353,190,3,16,0,1,18,1,11.53333333,0.066666667,0,0,,,,,,,,,,
50359,190,3,6,1,1,20,1,10,0,0,0,,,,,,,,,,
50360,190,3,9,0,1,13,0,12.33333333,0,0,0,,,,,,,,,,
50367,190,3,21,1,1,14,0,10.47619048,0,0,0,,,,,,,,,,
50373,190,3,1,1,1,23,0,4,0,0,0,,,,,,,,,,
50376,190,3,2,1,1,12,0,5.5,0,0,0,,,,,,,,,,
50378,190,3,3,1,1,40,0,13.66666667,0,0,0,,,,,,,,,,
50380,190,3,15,1,1,8,0,18.14285714,0,0,0,,,,,,,,,,
50382,190,3,29,0,1,31,0,14.75862069,0,0,0,,,,,,,,,,
50390,190,3,30,1,1,32,0,11.53333333,0,0,0,,,,,,,,,,
50393,190,3,9,1,1,30,0,12.25,0,0,0,,,,,,,,,,
50394,190,3,12,0,0,37,0,11.18181818,0,0,0,,,,,,,,,,
50396,190,3,5,1,1,15,0,7.75,0,0,0,,,,,,,,,,
50397,190,3,1,0,1,16,0,7,0,0,0,,,,,,,,,,
50407,190,3,22,0,0,35,0,11.36363636,0,0,0,,,,,,,,,,
50414,190,3,5,0,1,10,0,5.6,0,0,0,,,,,,,,,,
50417,190,3,4,1,1,14,0,6.25,0,0,0,,,,,,,,,,
50423,190,3,4,1,1,19,0,10.25,0.5,0,0,,,,,,,,,,
50424,190,3,11,0,0,27,0,8.636363636,0,0,0,,,,,,,,,,
50426,190,3,8,1,0,18,0,11.57142857,0,0,0,,,,,,,,,,
50434,190,3,2,1,1,28,0,7,0,0,0,,,,,,,,,,
50435,190,3,1,1,1,20,0,1,0,0,0,,,,,,,,,,
50438,190,3,26,1,0,26,0,13.6,0.04,0,0,,,,,,,,,,
50441,190,3,14,0,1,24,0,10.35714286,0,0,0,,,,,,,,,,
50444,190,3,31,1,1,39,0,10.20689655,0,0,0,,,,,,,,,,
50448,190,3,6,1,0,36,0,3.5,0,0,0,,,,,,,,,,
50454,190,3,6,0,0,18,0,6.666666667,0,0,0,,,,,,,,,,
50455,190,3,22,1,1,22,0,12.71428571,0,0,0,,,,,,,,,,
50457,190,3,9,1,0,22,1,11.66666667,0,0,0,,,,,,,,,,
50464,190,3,13,0,0,16,0,9.833333333,0,0,0,,,,,,,,,,
50468,190,3,5,1,1,27,0,9.6,0,0,0,,,,,,,,,,
50471,190,3,11,1,1,23,0,14.90909091,0,0,0,,,,,,,,,,
50481,190,3,16,1,1,15,0,18.06666667,0.066666667,0,0,,,,,,,,,,
50485,190,3,5,0,1,21,0,9.6,0,0,0,,,,,,,,,,
50488,190,3,19,1,1,35,0,4.647058824,0,0,0,,,,,,,,,,
50492,190,3,10,1,0,5,0,11.2,0.1,0,0,,,,,,,,,,
50496,190,3,14,0,1,17,0,9.214285714,0,0,0,,,,,,,,,,
50498,190,3,5,0,1,31,0,7.6,0,0,0,,,,,,,,,,
50502,190,3,20,1,0,17,0,20.73684211,0,0,0,,,,,,,,,,
50503,190,3,7,1,0,39,0,11.57142857,0,0,0,,,,,,,,,,
50506,190,3,1,1,0,28,0,6,0,0,0,,,,,,,,,,
50515,190,3,1,0,0,20,0,0,0,0,0,,,,,,,,,,
50516,190,3,14,1,0,12,0,8.692307692,0.076923077,0,0,,,,,,,,,,
50517,190,3,8,1,0,34,0,8.625,0,0,0,,,,,,,,,,
50523,190,3,16,1,1,27,0,13.26666667,0.066666667,0,0,,,,,,,,,,
50526,190,3,11,0,1,16,0,12.18181818,0,0,0,,,,,,,,,,
50528,190,3,10,1,1,22,0,4.5,0,0,0,,,,,,,,,,
50531,190,3,4,1,0,24,0,15.5,0,0,0,,,,,,,,,,
50534,190,3,2,1,1,20,0,9,0,0,0,,,,,,,,,,
50537,190,3,2,1,1,17,0,8,0,0,0,,,,,,,,,,
50547,190,3,2,1,1,1,0,16.5,0,0,0,,,,,,,,,,
50549,190,3,16,1,1,22,0,26.1875,0,0,0,,,,,,,,,,
50551,190,3,7,1,1,23,0,12.42857143,0,0,0,,,,,,,,,,
50557,190,3,19,1,1,26,0,8,0,0,0,,,,,,,,,,
50567,190,3,14,1,1,0,0,11.35714286,0,0,0,,,,,,,,,,
50568,190,3,6,1,1,18,0,9.666666667,0,0,0,,,,,,,,,,
50570,190,3,11,1,1,15,1,24.27272727,0,0,0,,,,,,,,,,
50573,190,3,14,1,1,36,0,12.28571429,0,0,0,,,,,,,,,,
50575,190,3,9,1,1,0,0,10.44444444,0.111111111,0,0,,,,,,,,,,
50580,190,3,11,1,1,17,0,8.636363636,0.090909091,0,0,,,,,,,,,,
50581,190,3,3,1,0,25,0,3.333333333,0,0,0,,,,,,,,,,
50586,190,3,8,0,0,9,0,7.5,0,0,0,,,,,,,,,,
50588,190,3,1,1,1,25,0,7,0,0,0,,,,,,,,,,
50589,190,3,3,1,1,42,0,13.5,0,0,0,,,,,,,,,,
50590,190,3,8,1,1,26,0,17.625,0,0,0,,,,,,,,,,
50597,190,3,5,0,1,28,0,12.25,0.25,0,0,,,,,,,,,,
50599,190,3,11,1,1,23,0,6,0,0,0,,,,,,,,,,
50603,190,3,23,0,0,12,0,13.39130435,0,0,0,,,,,,,,,,
50604,190,3,3,0,1,23,0,5,0,0,0,,,,,,,,,,
50608,190,3,1,1,0,30,0,9,0,0,0,,,,,,,,,,
50609,190,3,1,1,0,37,0,4,0,0,0,,,,,,,,,,
50616,190,3,4,1,0,15,0,9.5,0,0,0,,,,,,,,,,
50618,190,3,1,0,0,31,0,7,0,0,0,,,,,,,,,,
50624,190,3,30,0,1,36,0,24.8,0.166666667,0,0.033333333,,,,,,,,,,
50625,190,3,31,1,1,18,0,17.70967742,0.032258065,0,0,,,,,,,,,,
50633,190,3,9,1,0,28,0,9.666666667,0,0,0,,,,,,,,,,
50636,190,3,2,1,1,5,0,11.5,0.5,0,0,,,,,,,,,,
50641,190,3,5,0,1,12,0,8.2,0,0,0,,,,,,,,,,
50663,190,3,25,1,0,19,0,12.92,0,0,0,,,,,,,,,,
50677,190,3,1,0,1,22,0,3,0,0,0,,,,,,,,,,
50678,190,3,7,1,1,0,0,14.57142857,0,0,0,,,,,,,,,,
50684,190,3,10,1,1,38,0,11,0,0,0,,,,,,,,,,
50688,190,3,8,1,1,32,0,10.42857143,0,0,0,,,,,,,,,,
50689,190,3,7,0,1,13,0,12.85714286,0,0,0,,,,,,,,,,
50696,190,3,2,1,1,6,0,0,0,0,0,,,,,,,,,,
50701,190,3,17,1,0,17,0,9.176470588,0.117647059,0,0,,,,,,,,,,
50704,190,3,11,1,1,21,1,15.09090909,0,0,0,,,,,,,,,,
50709,190,3,4,1,1,26,0,9,0,0,0,,,,,,,,,,
50723,190,3,1,0,0,12,0,2,0,0,0,,,,,,,,,,
50724,190,3,19,1,1,11,0,11.78947368,0,0,0,,,,,,,,,,
50735,190,3,2,1,1,12,0,40,0,0,0,,,,,,,,,,
50736,190,3,2,1,1,29,0,15.5,0,0,0,,,,,,,,,,
50737,190,3,23,1,1,15,0,17.17391304,0,0,0,,,,,,,,,,
50738,190,3,6,1,0,32,0,13.33333333,0,0,0,,,,,,,,,,
50739,190,3,53,1,1,21,1,11.09615385,0.019230769,0,0,,,,,,,,,,
50740,190,3,6,1,0,28,0,5.8,0,0,0,,,,,,,,,,
50742,190,3,12,1,1,32,0,12.91666667,0,0,0,,,,,,,,,,
50744,190,3,3,1,1,46,0,10.33333333,0,0,0,,,,,,,,,,
50746,190,3,3,1,1,33,1,8,0,0,0,,,,,,,,,,
50747,190,3,1,1,0,20,0,15,0,0,0,,,,,,,,,,
50752,190,3,17,0,1,30,0,16.41176471,0,0,0,,,,,,,,,,
50755,190,3,1,1,1,38,0,15,0,0,0,,,,,,,,,,
50757,190,3,12,1,1,18,0,7.583333333,0,0,0,,,,,,,,,,
50758,190,3,2,1,1,23,0,14.5,0,0,0,,,,,,,,,,
50760,190,3,1,1,0,5,0,0,0,0,0,,,,,,,,,,
50761,190,3,23,1,1,21,0,15.2173913,0.086956522,0,0,,,,,,,,,,
50763,190,3,3,0,1,21,0,24.33333333,0,0,0,,,,,,,,,,
50764,190,3,8,1,1,25,1,5.142857143,0.142857143,0,0.285714286,,,,,,,,,,
50767,190,3,1,1,1,17,0,1,0,0,0,,,,,,,,,,
50770,190,3,2,1,1,31,0,13,0,0,0,,,,,,,,,,
50771,190,3,2,1,0,26,0,12,0,0,0,,,,,,,,,,
60001,190,3,23,1,1,25,0,9.913043478,0,0,0,,,,,,,,,,
60003,190,3,6,1,1,40,0,12,0,0,0,,,,,,,,,,
60004,190,3,5,1,1,5,0,11.2,0,0,0,,,,,,,,,,
60006,190,3,3,1,1,0,0,6.333333333,0,0,0,,,,,,,,,,
60008,190,3,3,1,0,38,0,6,0,0,0,,,,,,,,,,
60009,190,3,23,1,1,35,0,12.72727273,0.045454546,0,0,,,,,,,,,,
60010,190,3,12,1,1,36,0,10.27272727,0,0,0,,,,,,,,,,
60011,190,3,14,0,0,25,0,7.461538462,0,0,0,,,,,,,,,,
60012,190,3,12,1,1,6,0,9.25,0.166666667,0,0,,,,,,,,,,
60013,190,3,3,0,1,14,0,6,0,0,0,,,,,,,,,,
60014,190,3,5,1,1,33,0,9.2,0,0,0,,,,,,,,,,
60015,190,3,7,0,1,14,0,16.5,0.166666667,0,0,,,,,,,,,,
60016,190,3,1,0,1,10,0,9,0,0,0,,,,,,,,,,
60020,190,3,29,0,1,34,0,10.82758621,0,0,0,,,,,,,,,,
60022,190,3,17,1,1,0,0,7.470588235,0.117647059,0,0,,,,,,,,,,
60023,190,3,9,1,1,30,0,11.22222222,0,0,0,,,,,,,,,,
60024,190,3,3,1,1,7,0,8.5,0,0,0,,,,,,,,,,
60027,190,3,4,1,1,17,0,8,0,0,0,,,,,,,,,,
60028,190,3,1,1,0,10,0,0,0,0,0,,,,,,,,,,
60030,190,3,5,1,1,40,1,10,0,0,0,,,,,,,,,,
60031,190,3,24,1,1,3,0,10.08333333,0,0,0,,,,,,,,,,
60032,190,3,12,1,1,30,0,10,0,0,0,,,,,,,,,,
60034,190,3,21,1,0,19,1,12.05263158,0,0,0,,,,,,,,,,
60036,190,3,3,0,1,23,0,5.333333333,0,0,0,,,,,,,,,,
60043,190,3,2,1,1,47,0,10.5,0,0,0,,,,,,,,,,
60044,190,3,3,1,1,15,0,9,0,0,0,,,,,,,,,,
60054,190,3,5,1,0,31,0,6.6,0,0,0,,,,,,,,,,
60064,190,3,9,1,1,10,0,15.66666667,0,0,0,,,,,,,,,,
60065,190,3,3,0,0,0,0,12.33333333,0,0,0,,,,,,,,,,
60071,190,3,4,1,1,21,0,7,0,0,0,,,,,,,,,,
60075,190,3,2,1,1,9,0,3,0,0,0,,,,,,,,,,
60076,190,3,5,1,1,0,0,12.6,0,0,0,,,,,,,,,,
60100,190,3,15,0,1,31,0,10.93333333,0,0,0,,,,,,,,,,
60103,190,3,3,1,0,17,0,12.33333333,0,0,0,,,,,,,,,,
60104,190,3,7,1,0,35,1,13.14285714,0,0,0,,,,,,,,,,
60112,190,3,5,1,0,0,0,14,0,0,0,,,,,,,,,,
60113,190,3,4,1,0,36,0,12,0,0,0,,,,,,,,,,
60114,190,3,6,1,1,27,0,8.833333333,0,0,0,,,,,,,,,,
60116,190,3,1,1,1,24,0,10,0,0,0,,,,,,,,,,
60119,190,3,7,0,1,8,0,10,0,0,0,,,,,,,,,,
70001,190,3,38,1,1,3,0,12.7027027,0.054054054,0,0,,,,,,,,,,
70002,190,3,38,1,0,37,0,13.39473684,0.02631579,0,0,,,,,,,,,,
70003,190,3,20,0,1,40,1,9,0,0,0,,,,,,,,,,
70004,190,3,8,1,0,33,0,10.625,0,0,0,,,,,,,,,,
70005,190,3,18,1,0,43,1,17.52941177,0,0,0,,,,,,,,,,
70006,190,3,9,1,0,26,0,18.44444444,0,0,0,,,,,,,,,,
70007,190,3,35,1,0,34,0,10.20588235,0.058823529,0,0,,,,,,,,,,
70008,190,3,22,0,1,21,0,11.31818182,0,0,0,,,,,,,,,,
70010,190,3,14,1,1,25,0,12.53846154,0,0,0,,,,,,,,,,
70011,190,3,41,1,1,8,0,9.487804878,0,0,0,,,,,,,,,,
70012,190,3,8,1,1,30,0,12,0,0,0,,,,,,,,,,
70015,190,3,3,0,1,36,0,14.66666667,0.666666667,0,0,,,,,,,,,,
70016,190,3,23,1,0,27,0,13.08695652,0.086956522,0,0,,,,,,,,,,
70017,190,3,13,0,0,20,0,11.16666667,0,0,0,,,,,,,,,,
70018,190,3,24,0,1,17,0,15.52173913,0,0,0,,,,,,,,,,
70019,190,3,9,0,1,9,0,8.666666667,0,0,0,,,,,,,,,,
70020,190,3,47,1,1,7,0,9.844444444,0.044444444,0,0,,,,,,,,,,
70021,190,3,20,1,1,10,0,10.55,0,0,0,,,,,,,,,,
70022,190,3,32,1,1,14,0,10.125,0,0,0,,,,,,,,,,
70024,190,3,33,1,0,20,1,9.935483871,0,0,0,,,,,,,,,,
70025,190,3,45,1,0,2,0,12.93023256,0,0,0,,,,,,,,,,
70027,190,3,8,1,1,43,0,7.857142857,0,0,0,,,,,,,,,,
70028,190,3,23,0,1,6,0,12.13043478,0,0,0,,,,,,,,,,
